unidade,asunto,tipo,adxudicatario,importe,num_licitadores,fin_contrato,data
SERVIZO DE MUSEOS,SERVIZO DE LOCALIZACIÓN E COPIA DE IMAXES NO ARQUIVO FOTOGRÁFICO PACHECO PARA DIVERSAS UTILIZACIÓNS,Servizo,DATA GESTION CULTURAL SL,1400.0,1,2021/00/31,2021/00/14
SERVIZO DE MUSEOS,SUBMINISTRACIÓN E DESEÑO DE MATERIAL GRÁFICO BÁSICO PARA EXPOSICIÓNS TEMPORAIS PREVISTAS NA CASA GALEGA DA CULTURA E CASA DAS ARTES EN 2021.,Subministro,PUBLIGAL SL,10908.1,4,2021/00/31,2021/00/28
SERVIZO DE MUSEOS,SERVIZOS DE TRABALLOS TÉCNICOS PARA A RESOLUCIÓN DE AVARÍAS NOS CENTROS DA REDE DE MUSEOS MUNICIPAIS,Servizo,CAL BAIXOMIÑO CONSTRUCCIONES Y SERVICIOS SL,3385.29,1,2021/00/31,2021/00/01
SERVIZO DE MUSEOS,SUBMINISTRO DE MATERIAL PLADUR PARA REPARACIÓN DAS PAREDES DA SALA DE EXPOSICIÓNS DA CASA GALEGA DA CULTURA,Subministro,ESCAYOLAS BASILIO S L,873.85,1,2021/00/30,2021/00/04
SERVIZO DE MUSEOS,"MANTEMENTO ANUAL GRUPOS ELECTRÓXENOS E CENTROS DE TRANSFORMACIÓN NOS EQUIPAMENTOS ADSCRITOS Á REDE DE MUSEOS MUNICIPAIS (VERBUM, CASA DAS ARTES E PINACOTECA FFR)",Servizo,ELECTRONAVIA INSTALACIONES Y MANTENIMIENTO SL,2916.0,1,2021/00/31,2021/00/09
SERVIZO DE MUSEOS,CONTRATO DE COMISARIADO E SERVIZOS COMPLEMENTARIOS PARA A EXECUCIÓN DO PROXECTO EXPOSITIVO JAVIER TENIENTE. UNXA XEOGRAFÍA ATORMENTADA,Servizo,LENS LEIVA JORGE,2300.0,1,2021/00/31,2021/00/22
SERVIZO DE MUSEOS,CONTRATO PARA A REALIZACIÓN DE TRABALLOS DE PREPRODUCCIÓN E ELABORACIÓN DE TEXTOS PARA CATÁLOGO DA EXPOSICIÓN NA CASA DAS ARTES 'JAVIER TENIENTE. UNXA XEOGRAFÍA ATORMENTADA',Servizo,TENIENTE LAGO FRANCISCO JAVIER,3630.0,1,2021/00/31,2021/00/23
SERVIZO DE MUSEOS,REALIZACIÓN DE TRABALLOS  DE ESCANEO E COPIADO DE FOTOS PARA A EXPOSICIÓN NA CASA DAS ARTES JAVIER TENIENTE. UNHA XEOGRAFÍA ATORMENTADA,Servizo,NOVOA DOMINGUEZ ALEJANDRO,6894.77,1,2021/00/12,2021/00/06
SERVIZO DE MUSEOS,REALIZACIÓN DE TRABALLOS DE ENMARCADO DE FOTOGRAFÍAS E ELABORACIÓN DE CAIXAS DE TRANSPORTE PARA A EXPOSICIÓN NA CASA DAS ARTES JAVIER TENIENTE. UNHA XEOGRAFÍA ATORMENTADA,Servizo,GARCIA GRADIN BLANCA DE LOS DESAMPARADOS,11738.75,2,2021/00/31,2021/00/13
SERVIZO DE MUSEOS,SUBMINISTRACIÓN DE MATERIAL DE FERRETERÍA PARA PEQUENAS REPARACIÓNS POR PARTE DO EQUIPO DE MANTEMENTO NOS CENTROS DA REDE DE MUSEOS MUNICIPAIS,Subministro,SUMINISTROS PUNTO FIJO SL,3035.9,2,2021/00/31,2021/00/21
SERVIZO DE MUSEOS,REALIZACIÓN DE DESEÑO E SUBMINISTRACIÓN DE MATERIAL GRÁFICO PARA A EXPOSICIÓN NA CASA DAS  ARTES JAVIER TENIENTE. UNHA XEOGRAFÍA ATORMENTADA,Subministro,"ECOVIGO PUBLICIDAD, S.L.",7652.65,4,2021/00/31,2021/00/25
SERVIZO DE MUSEOS,CONTRATACIÓN DOS SERVIZOS DE INSPECCIÓN TÉCNICA PERIÓDICA OBRIGATORIA (OCAS) EN DEPÓSITO DE GASÓLEO DE CASA DAS ARTES,Servizo,REVESTIMIENTOS GALICIA S L,2105.4,1,2021/00/01,2021/00/19
SERVIZO DE MUSEOS,PRODUCIÓN TÉCNICA PARA A EXPOSICIÓN NA CASA DAS ARTES JAVIER TENIENTE. UNHA XEOGRAFÍA ATORMENTADA,Servizo,SACAFERRO SL,9599.99,4,2021/00/31,2021/00/28
SERVIZO DE MUSEOS,REPARACIÓNS VARIAS NOS EDIFICIOS DO MUSEO DE CASTRELOS E VERBUM,Servizo,CAL BAIXOMIÑO CONSTRUCCIONES Y SERVICIOS SL,3079.45,1,2021/00/31,2021/00/04
SERVIZO DE MUSEOS,REPARACIÓN DO SAI (SISTEMA DE ALIMENTACIÓN ININTERRUMPIDA) DA PINACOTECA FRANCISCO FERNÁNDEZ DEL RIEGO,Servizo,CAL BAIXOMIÑO CONSTRUCCIONES Y SERVICIOS SL,2105.4,1,2021/00/31,2021/00/04
SERVIZO DE MUSEOS,CONTRATACIÓN DO SERVIZO DE VISITAS GUIADAS AOS XARDÍNS HISTÓRICOS DO PAZO QUIÑONES DE LEÓN NA NOITE BRANCA 2021,Servizo,AGUIAS DE VIGO SL,490.05,1,2021/00/13,2021/00/05
SERVIZO DE MUSEOS,CONTRATACIÓN DOS SERVIZOS DE PLANS DE EMERXENCIA E PROTOCOLOS COVID DOS CONCERTOS MUSICAIS PREVISTOS NA NOITE BRANCA 2021,Servizo,MURCIEGO DELGADO PEDRO,2323.2,1,2021/00/13,2021/00/05
SERVIZO DE MUSEOS,CONTRATACIÓN DOS SERVIZOS DE MONTAXE E DESMONTAXE DA EXPOSICIÓN DE ANNA TURBAU NA CASA DAS ARTES,Servizo,OTERO GONZALEZ SONIA M,2722.5,1,2021/00/15,2021/00/09
SERVIZO DE MUSEOS,CONTRATACIÓN DO DESEÑO E ADAPTACIÓN GRÁFICA DO MATERIAL DE DIFUSIÓN DA EXPOSICIÓN DE ANNA TURBAU NA CASA DAS ARTES,Servizo,NUMAX S COOP GALEGA,756.25,1,2021/00/31,2021/00/10
SERVIZO DE MUSEOS,'Reparación de instalación eléctrica na casa das artes',Servizo,GALLEGA DE ELECTRICIDAD VIGO SL,695.75,1,2021/00/20,2021/00/17
SERVIZO DE MUSEOS,'Servizo de localización e copias de imaxes do arquivo fotográfico pacheco para diversas utilizacións. ata 31 de decembro de 2021.',Servizo,DATA GESTION CULTURAL SL,992.2,0,2021/00/31,2021/00/04
SERVIZO DE MUSEOS,'Reposición equipamento de iluminación nos centros da rede de museos municipais',Subministro,GRUPO ELECTRO STOCKS SLU,16572.04,3,2021/00/15,2021/00/30
SERVIZO DE MUSEOS,'Reparación do tramo de tubaria da sala de caldeiras no verbum.',Servizo,CAL BAIXOMIÑO CONSTRUCCIONES Y SERVICIOS SL,1435.06,1,2021/00/27,2021/00/14
"ÁREA DE SERVIZOS",coordinación de seguridade e saúde do servizo de reparacións puntuais de calzada en vías do termo municpal de Vigo por un periodo de 4 meses,Servizo,COORDINA COORDINACION Y CONSULTORIA SLP,1452.0,3,2021/00/31,2021/00/28
"ÁREA DE SERVIZOS",asistencia técnica para  o estudo de implantación de elementos mecánicos de mobilidade peonil nas parroquias do rural do Concello de Vigo,Servizo,GALAICONTROL S L,16900.0,3,2021/00/31,2021/00/31
UNIDADE ADMIN. VIAS E OBRAS,Servizos para as labores de responsable de seguridade dos túneles municipais,Servizo,ALAUDA INGENIERIA S A,10809.34,1,2021/00/07,2021/00/19
UNIDADE ADMIN. VIAS E OBRAS,servizo de limpeza da roupa de traballo do persoal do Parque Central de Servizos,Servizo,COSTAS MERA MARIA ESTHER,4323.88,1,2021/00/26,2021/00/18
UNIDADE ADMIN. VIAS E OBRAS,redacción do estudo patolóxico do estado de conservación da  estrutura da Casa Consistorial do Concello de Vigo,Servizo,ENMACOSA CONSULTORIA TECNICA SA,12620.3,1,2021/00/12,2021/00/19
UNIDADE ADMIN. VIAS E OBRAS,redacción do proxecto da humanización da Rúa Valladolid,Servizo,GALAICONTROL S L,5747.5,1,2021/00/26,2021/00/19
UNIDADE ADMIN. VIAS E OBRAS,servizo para a actualización da redacción do proxecto da humanización da Rúa Burgos,Servizo,VILAR MONTORO INGENIERIA S L P,2357.43,1,2021/00/02,2021/00/19
UNIDADE ADMIN. VIAS E OBRAS,"asistencia para a xestión, execución e implantación das medidas en materia de prevención de riscos laborais para o persoal da Área de Fomento do Concello de Vigo",Servizo,C S M GESTIÓN DE SEGURIDAD EN CONSTRUCCION S L,4840.0,1,2021/00/07,2021/00/19
UNIDADE ADMIN. VIAS E OBRAS,Servizo de asistencia á concellería de fomento do Concello de Vigo  para a realización das labores de  coordinación de actividades empresariais previstas no RD 171/2004 na execución do contrato de servizos de limpeza da Casa Consistorial e outras ins,Servizo,QUIRON PREVENCION SLU,1150.0,1,2021/00/30,2021/00/20
UNIDADE ADMIN. VIAS E OBRAS,"obras de reordenación, distribución e dotación de instalacións ao local Nº1 sito na Grada de Tribuna do Estadio Municipal de Balaídos",Obra,SOCIEDAD ANONIMA DE OBRAS Y SERVICIOS COPASA,47650.0,3,2021/00/31,2021/00/12
UNIDADE ADMIN. VIAS E OBRAS,"coordinación de seguridade e saúde da obra reordenación, distribución e dotación de instalacións ao local nº1, nos baixos da grada de Tribuna do Estadio Municipal de Balaídos",Servizo,ELETREINTAYUNO PREVENLAB SL UNIPERSONAL,900.0,1,2021/00/31,2021/00/19
UNIDADE ADMIN. VIAS E OBRAS,coordinación de seguridade e saúde das obras de urbanización dos espazos intersticiais na Estación Intermodal de Vigo,Servizo,ELETREINTAYUNO PREVENLAB SL UNIPERSONAL,7486.87,1,2021/00/31,2021/00/15
UNIDADE ADMIN. VIAS E OBRAS,redacción dunha asistencia técnica ao contrato de redacción    do plan director para implantación de elementos mecánicos de mobilidade peonil no Concello de Vigo,Servizo,ORDENACION TERRITORIAL INFRAESTRUCTURAS E MEDIO AMBIENTE S L,14084.4,1,2021/00/28,2021/00/19
UNIDADE ADMIN. VIAS E OBRAS,asistencia técnica á dirección de obra municipal para o control de seguimento da execución das obras de urbanización dos espazos intersticiais na estación intermodal de Vigo,Servizo,PLAZUELO LOPEZ MARCOS,13204.12,1,2021/00/31,2021/00/15
UNIDADE ADMIN. VIAS E OBRAS,redacción do proxecto da humanización da Rúa de Aragón. Fase VI,Servizo,AQUATICA INGENIERIA CIVIL SL,7497.76,1,2020/00/23,2021/00/19
UNIDADE ADMIN. VIAS E OBRAS,ADECUACION DE MAMPARAS NO QUINTO ANDAR DO EDIFICIO CONSISTORIAL,Obra,MAMPARAS Y MUEBLES MS SL,8637.92,3,2021/00/25,2020/00/09
UNIDADE ADMIN. VIAS E OBRAS,redacción do proxecto de mellora das instalacións do túnel de Beiramar,Servizo,GEOCONTROL S A,7187.4,1,2020/00/30,2021/00/19
UNIDADE ADMIN. VIAS E OBRAS,'redacción de estudo de caracterización e análise técnico das instalacións do Estadio Municipal de Balaídos',Servizo,NORTAP INGENIEROS SL,3872.0,1,2022/00/28,2022/00/20
UNIDADE ADMIN. VIAS E OBRAS,Asistencia técnica para redacción estudo da mellora da accesibilidade peonil e rodada entre as rúas Travesia de Vigo e Aragón,Servizo,MOURIÑO FERNANDEZ ALEXANDRE,12523.5,3,2021/00/23,2021/00/19
UNIDADE ADMIN. VIAS E OBRAS,'FORMACIÓN BANDEXA E COLOCACION DE EQUIPOS PARA A REFRIXERACIÓN DO CPD',Obra,AGRUPACION TECNICA DE VENTILACION,25061.04,3,2021/00/31,2020/00/27
UNIDADE ADMIN. VIAS E OBRAS,redacción da actualización do proxecto construtivo de desenvolvemento urbano sustentable consistente na realización de obras de rehabilitación e transformación do contorno urbano da Gran Vía entre as rúas Lepanto-Maria Berdiales e rúas Venezuela-Nica,Servizo,ICEACSA CONSULTORES SL,17605.5,1,2021/00/31,2021/00/19
UNIDADE ADMIN. VIAS E OBRAS,Subministro e instalación estores no salón de plenos e antesala do mesmo.,Subministro,MARS MANTENIMIENTO RECUPERACION E SERVIC,2415.34,3,2021/00/01,2020/00/22
UNIDADE ADMIN. VIAS E OBRAS,"prensa escrita para a Área de Fomento das publicacións Faro de Vigo, Voz de Galicia e Atlántico Diario, de luns a venres, de xaneiro a decembro do ano 2021",Subministro,LA VOZ DE GALICIA SA,275.0,3,2021/00/31,2021/00/08
UNIDADE ADMIN. VIAS E OBRAS,"prensa escrita para a Área de Fomento das publicacións Faro de Vigo, Voz de Galicia e Atlántico Diario, de luns a venres, de xaneiro a decembro do ano 2021",Subministro,"FARO DE VIGO, S.A. UNIPERSONAL",336.0,3,2021/00/31,2021/00/08
UNIDADE ADMIN. VIAS E OBRAS,"prensa escrita para a Área de Fomento das publicacións Faro de Vigo, Voz de Galicia e Atlántico Diario, de luns a venres, de xaneiro a decembro do ano 2021",Subministro,RIAS BAIXAS COMUNICACION SA,286.16,3,2021/00/31,2021/00/08
UNIDADE ADMIN. VIAS E OBRAS,asistencia técnica á dirección de obra municipal para o control e seguimento da execución da obra de remodelación da contorna da rúa Baixada á Estación,Servizo,FRAGA G QUIJADA PORTOLES ASOCIADOS SL,17908.0,1,2021/00/31,2021/00/08
UNIDADE ADMIN. VIAS E OBRAS,coordinación de seguridade e saúde das obras de remodelación da contorna da rúa Baixada á Estación,Servizo,INGENIERIA Y PREVENCION DE RIESGOS SL,3996.0,3,2021/00/31,2021/00/08
UNIDADE ADMIN. VIAS E OBRAS,subministración de rollos de papel para plotter da Área de Fomento,Subministro,"REPRODUCCIONES COPYPLAN, S.L.",1260.49,3,2021/00/31,2021/00/08
UNIDADE ADMIN. VIAS E OBRAS,servizo de conexión á rede GPS (SmartNet NRTK Regional) para labores de topografía da Área de Fomento,Servizo,GLOBAL GEOSYSTEMS SL,459.8,3,2021/00/30,2021/00/30
UNIDADE ADMIN. VIAS E OBRAS,servizo de reparacións puntuais de calzada en vías do termo municipal de Vigo,Servizo,CIVIS GLOBAL SL,17914.78,3,2021/00/30,2021/00/21
UNIDADE ADMIN. VIAS E OBRAS,"coordinación de seguridade e saúde das tarefas pendentes e recollidas no proxecto modificado da obra humanización  da Ronda de Don Bosco, dende a rúa Progreso ata a rúa Velázquez Moreno, e entre a rúa Eduardo Iglesias e o Paseo de Granada",Servizo,ELETREINTAYUNO PREVENLAB SL UNIPERSONAL,1391.5,1,2021/00/31,2021/00/25
UNIDADE ADMIN. VIAS E OBRAS,"asistencia técnica á dirección de obra para o control e seguemento da execución das obras e das tarefas pendentes e recollidas no proxecto modificado da obra de humanización da Ronda de Don Bosco, dende a rúa Progreso ata a rúa Velázquez Moreno, e en",Servizo,PABLO MENENDEZ SL UNIPERSONAL,1087.4,1,2021/00/31,2021/00/28
UNIDADE ADMIN. VIAS E OBRAS,coordinación de seguridade e saúde das obras de mellora da seguridade viaria no camiño de Arrouba - Zamáns,Servizo,C S M GESTIÓN DE SEGURIDAD EN CONSTRUCCION S L,350.0,3,2021/00/31,2021/00/27
UNIDADE ADMIN. VIAS E OBRAS,servizo de control de calidade das obras de mellora de seguridade viaria no Camiño de Arrouba - Zamáns,Servizo,GALAICONTROL S L,847.0,3,2021/00/31,2021/00/05
UNIDADE ADMIN. VIAS E OBRAS,redacción da actualización do proxecto construtivo de  'recuperación do sistema dunar na praia de Samil T.M. de Vigo. Fase 1 (entre punta de Samil e concesión administrativa Camaleón',Servizo,INCAT INFRAESTRUCTURAS SA,17908.0,1,2021/00/31,2021/00/02
UNIDADE ADMIN. VIAS E OBRAS,'Coordinación de seguridade e saúde das obras e instalacións xestinadas polo Taller de Vías e Obras e Parque Móbil Municipal',Servizo,CIES ATLANTICO S L,8748.0,3,2022/00/16,2021/00/24
UNIDADE ADMIN. VIAS E OBRAS,INSTALACIÓN DE VARANDA NA PLANTA BAIXA DO EDIFICO CONSISTORIAL,Obra,MAMPARAS Y MUEBLES MS SL,5032.49,3,2021/00/31,2021/00/05
UNIDADE ADMIN. VIAS E OBRAS,auga para as brigadas de traballo do Taller de Vías e Obras e o Parque Móbil Municipal,Subministro,ALCAMPO SA,1840.0,1,2021/00/31,2021/00/17
UNIDADE ADMIN. VIAS E OBRAS,obra de rehabilitación puntual do firme nun treito do camiño do Caramuxo,Obra,CONSTRUCCIONES FECHI SLU,10369.91,1,2021/00/31,2021/00/17
UNIDADE ADMIN. VIAS E OBRAS,obra para a instalación de colector de saneamento na rúa María Berdiales nº 41,Obra,XESTION AMBIENTAL DE CONTRATAS SL,12239.15,3,2021/00/31,2021/00/12
UNIDADE ADMIN. VIAS E OBRAS,adquisición do libro 'Fiscalidad de la infraestructuras hidraúlicas' para a Área de Fomento,Subministro,ATELIER LIBROS SA,18.05,1,2021/00/31,2021/00/18
UNIDADE ADMIN. VIAS E OBRAS,redacción do plan director de actuacións de mellora integral do entorno do Río Lagares,Servizo,SERYE INGENIEROS S L,14011.0,3,2021/00/31,2021/00/26
UNIDADE ADMIN. VIAS E OBRAS,coordinación de seguridade e saúde da obra rehabilitación puntual do firme nun treito do camiño Caramuxo,Servizo,FERNANDEZ QUINTEIRO BELEN,405.35,1,2021/00/31,2021/00/26
UNIDADE ADMIN. VIAS E OBRAS,'servizo limpeza de roupa de traballo do persoal do Parque Central de Servizos',Servizo,COSTAS MERA MARIA ESTHER,10164.0,3,2022/00/04,2021/00/05
UNIDADE ADMIN. VIAS E OBRAS,adquisición de máscaras de protección das vías respiratorias para o Taller de Vías e Obras,Subministro,PAZ DISMAC SL,1713.0,3,2021/00/31,2021/00/24
UNIDADE ADMIN. VIAS E OBRAS,OBRAS AUXILIARES NECESARIAS E ANEXAS PARA PERMITIR EFECTURAR O ESTUDO PATOLÓXICO DO ESTADO DE CONSERVACIÓN DA ESTRUCTURA DA CASA CONSISTORIAL,Obra,VILLANUEVA NOGUEIRA SC,14278.0,3,2021/00/31,2021/00/05
UNIDADE ADMIN. VIAS E OBRAS,'redacción de estudo de caracterización e análises técnico da conservación das estruturas do Estadio Municipal de Balaídos',Servizo,PUENTE CRESPO  DE LA FRANCISCO JAVIER,14399.0,3,2022/00/30,2022/00/19
UNIDADE ADMIN. VIAS E OBRAS,redacción do proxecto e prego de prescricións técnicas para a creación dunha escola infantil municipal no Instituto Municipal de Educación,Servizo,SANTORIO CUARTERO ANGEL JAIME,8954.0,3,2021/00/31,2021/00/18
UNIDADE ADMIN. VIAS E OBRAS,obras de conservación da contención na rúa Trapa de Arriba - Teis,Obra,CONSTRUCCIONES VALE S.L.,35456.58,3,2021/00/31,2021/00/07
UNIDADE ADMIN. VIAS E OBRAS,'obra de conservación da contención no camiño Lamballa - Lavadores',Obra,CONSTRUCCIONES FECHI SLU,38124.95,3,2022/00/15,2022/00/20
UNIDADE ADMIN. VIAS E OBRAS,"Coordinador de seguridade e saúde das obras de humanización da rúa Taboada Leal, entre rúa Ronda D. Bosco e rúa Venezuela",Servizo,ELETREINTAYUNO PREVENLAB SL UNIPERSONAL,4235.0,3,2021/00/31,2021/00/24
UNIDADE ADMIN. VIAS E OBRAS,'asistencia técnica para redacción do plan director para mellora da eficiencia enerxética e funcional do edificio a Casa Consistorial do Concello de Vigo',Servizo,SANTORIO CUARTERO ANGEL JAIME,13249.5,3,2022/00/14,2022/00/19
UNIDADE ADMIN. VIAS E OBRAS,"MANTEMENTO E REPARACIÓN DAS PERSIANAS, PORTAS E BARREIRAS DO EDIFICIO CONSISTORIAL",Servizo,"PUERTAS ATLANTICO,.S.L.",5785.01,3,2021/00/31,2021/00/10
UNIDADE ADMIN. VIAS E OBRAS,Coordinación de seguridade e saúde das obras de instalación de colector de saneamento na rúa María Berdiales nº 41,Servizo,C S M GESTIÓN DE SEGURIDAD EN CONSTRUCCION S L,484.0,3,2021/00/31,2021/00/24
UNIDADE ADMIN. VIAS E OBRAS,'Redacción de proxecto de control arqueolóxico e o control arqueolóxico dos movementos de terras previstos no proxecto básico para a rexeneración do fronte marítimo da Vila de Bouzas no Concello de Vigo',Servizo,ADRO ARQUEOLOXIA SL,14894.17,3,2022/00/06,2022/00/14
UNIDADE ADMIN. VIAS E OBRAS,REVISION E MANTEMENTO DO SISTEMA DE ALIMENTACIÓN ININTERROMPIDA DO EDIFICIO CONSISTORIAL (SAI),Servizo,RIELLO ENARDATA SL,9686.96,3,2021/00/31,2021/00/31
UNIDADE ADMIN. VIAS E OBRAS,"servizo de recollida, transporte e entrega a xestor autorizado de residuos procedentes de contrución xerados  polo Taller de Vías e Obras do Concello de Vigo",Servizo,GONZALEZ COUCEIRO S L,14521.38,3,2021/00/31,2021/00/19
UNIDADE ADMIN. VIAS E OBRAS,Mantemento e reparación do sistema de climatización e aire acondicionado do Edificio Consistorial,Servizo,CELTSENER SL,11144.58,3,2021/00/31,2021/00/22
UNIDADE ADMIN. VIAS E OBRAS,execución do proxecto de reparación do pavimento na rúa Príncipe,Obra,CIVIS GLOBAL SL,14127.03,3,2021/00/31,2021/00/31
UNIDADE ADMIN. VIAS E OBRAS,redacción do Proxecto para mellora do entorno do Calexón Balado,Servizo,ORDENACION TERRITORIAL INFRAESTRUCTURAS E MEDIO AMBIENTE S L,8349.0,3,2021/00/31,2021/00/22
UNIDADE ADMIN. VIAS E OBRAS,Subministros de misturas bituminosas en quente para as obras do Taller de Vías e Obras,Subministro,CONSTRUCCIONES FECHI SLU,15929.08,3,2021/00/31,2021/00/27
UNIDADE ADMIN. VIAS E OBRAS,Coordinación de seguridade e saúde das obras de reparación do pavimento na rúa Príncipe,Servizo,ARIAS RODRIGUEZ ANTONIO M,423.5,3,2021/00/31,2021/00/27
UNIDADE ADMIN. VIAS E OBRAS,Redacción do proxecto Vigo Vertical de mellora de accesibilidade peonil na rúa Juan Ramón Jimendez entre Jacinto Benavente e Torrecedeira,Servizo,URDAMPILLETA PEREZ IRIA,13249.5,3,2021/00/31,2021/00/07
UNIDADE ADMIN. VIAS E OBRAS,"redacción do proxecto Vigo Vertical de mellora de accesibilidade peonil e humanización Avda Camelias - Hispanidade, tramo comprendido entre Romil (fronte a rúa Feliciano Rolán) e Hispanidade (fronte a rúa Amor Ruibal)",Servizo,NAOS 04 ARQUITECTOS S L,14386.9,3,2021/00/31,2021/00/07
UNIDADE ADMIN. VIAS E OBRAS,"redacción do proxecto Vigo Vertical de medios de transporte mecánico na rúa Aragón, entre o n.º 209 e o n.º 178 no Concello de Vigo",Servizo,ICEACSA CONSULTORES SL,15609.0,3,2021/00/31,2021/00/07
UNIDADE ADMIN. VIAS E OBRAS,labores de responsable de seguridade dos túneles municipais,Servizo,ALAUDA INGENIERIA S A,5404.68,1,2021/00/31,2021/00/07
UNIDADE ADMIN. VIAS E OBRAS,"sistencia técnica á dirección de obra municipal para o control e seguimento das obras de humanización da rúa Taboada Leal, entre rúa Ronda D. Bosco e rúa Venezuela",Servizo,SOLTEC INGENIEROS SLL,11966.9,3,2021/00/31,2021/00/11
UNIDADE ADMIN. VIAS E OBRAS,redacción do proxecto de humanización da Praza San Mauro e entorno,Servizo,PENELA FERNANDEZ ALFONSO,14800.0,3,2021/00/31,2021/00/08
UNIDADE ADMIN. VIAS E OBRAS,'asistencia técnica para estudo de mellora do viario estruturante e rede primaria do Concello de Vigo',Servizo,CAPITEL ARQUITECTURA INGENIERIA E INNOVACION S L,12886.5,3,2022/00/10,2022/00/26
UNIDADE ADMIN. VIAS E OBRAS,'coordinación de seguridade e saúde das obras de conservación  da contención no Camiño de Lamballa - Lavadores',Servizo,C S M GESTIÓN DE SEGURIDAD EN CONSTRUCCION S L,484.0,3,2022/00/11,2022/00/20
UNIDADE ADMIN. VIAS E OBRAS,coordinación de seguridade e saúde das obras de conservación no camiño Trapa de Arriba - Teis,Servizo,INGENIERIA Y PREVENCION DE RIESGOS SL,603.79,3,2021/00/31,2021/00/12
UNIDADE ADMIN. VIAS E OBRAS,"'coordinación de seguridade e saúde das obras de mellora do firme en distintos viais no Concello de Vigo: Lote 1 Vigo Norte, Lote 2 Vigo Leste e Lote 3 Vigo Sur'",Servizo,COORDINA COORDINACION Y CONSULTORIA SLP,3300.0,3,2022/00/20,2022/00/25
UNIDADE ADMIN. VIAS E OBRAS,redacción do proxecto de cubrición do patio do CEIP Javier Sensat,Servizo,GEN ARQUITECTOS SL,15488.0,3,2021/00/31,2021/00/21
UNIDADE ADMIN. VIAS E OBRAS,pizarra branca lacada magnética e 7 rotuladores de cores para a Área de Fomento do Concello de Vigo,Subministro,SUMINISTROS PUNTO FIJO SL,53.24,3,2021/00/31,2021/00/25
UNIDADE ADMIN. VIAS E OBRAS,subministro e instalación de varandas de protección de beirarrúas no viario municipal do Concello de Vigo,Subministro,MAKING AWESOME SL,17498.05,3,2021/00/31,2021/00/14
UNIDADE ADMIN. VIAS E OBRAS,'Asistencia técnica á dirección de obra municipal para o control e seguimento das obras de conservación da contención no camiño Lamballa - Lavadores',Servizo,GALAICONTROL S L,2178.0,3,2022/00/06,2022/00/19
UNIDADE ADMIN. VIAS E OBRAS,asistencia técnica á dirección de obra municipal para o control e seguimento das obras de conservación da contención na rúa Trapa de Arriba - Teis,Servizo,GALAICONTROL S L,1815.0,3,2021/00/31,2021/00/08
UNIDADE ADMIN. VIAS E OBRAS,"coordinación de seguridade e saúde das obras desenroladas dentro do contrato do servizo de mantemento, acondicionamento e mellora das infraestruturas viarias no Concello de Vigo por un periodo de 6 meses",Servizo,COORDINA COORDINACION Y CONSULTORIA SLP,5050.0,3,2021/00/31,2021/00/08
UNIDADE ADMIN. VIAS E OBRAS,'coordinación de seguridade e saúde das obras de construción de beirarrúas en víais das parroquias',Servizo,CIES ATLANTICO S L,13900.0,3,2022/00/13,2022/00/20
UNIDADE ADMIN. VIAS E OBRAS,coordinación de seguridade e saúde das obras de demolición de edificación na Avda. De Samil n.º 26 (antigo Camaleón),Servizo,SANCHEZ DE HAZ M BETHANIA,1173.7,3,2021/00/31,2021/00/21
UNIDADE ADMIN. VIAS E OBRAS,coordinación de seguridade e saúde das obras de renovación do colector de saneamento na Avda Emilio Martínez Garrido,Servizo,INGENIERIA Y PREVENCION DE RIESGOS SL,1209.0,3,2021/00/31,2021/00/28
UNIDADE ADMIN. VIAS E OBRAS,Servizo de asistencia técnica vinculada a prepración de proxectos a presentar polo Concello de Vigo dentro do Marco do Plan de axudas a municipios para implantación de zonas de baixas emisións e a transformación dixital e sostible do transporte urban,Servizo,EPTISA SERVICIOS DE INGENIERIA S L,6050.0,3,2021/00/31,2021/00/18
UNIDADE ADMIN. VIAS E OBRAS,'Asistencia técnica á dirección de obra municipal  para o control e seguimento da execución das obras de construción de beirarrúas en varias vías das parroquias',Servizo,GALAICONTROL S L,16698.0,3,2022/00/01,2022/00/19
UNIDADE ADMIN. VIAS E OBRAS,"Coordinación Seg e Saude obras firmes viais Fase II Lote 1 Norte, Lote 2 Leste e Lote 3 Sur",Servizo,COORDINA COORDINACION Y CONSULTORIA SLP,1694.0,3,2021/00/31,2021/00/22
UNIDADE ADMIN. VIAS E OBRAS,'coordinación de seguridade e saúde das obras de rehabilitación integral de edificación para o Centro de Formación na rúa Alta n.º 23',Servizo,ALONSO POBLACIÓN XIANA,7356.8,3,2022/00/17,2022/00/14
UNIDADE ADMIN. VIAS E OBRAS,reparación do equipo de bombeo da instalación de protección contra lumes,Subministro,ATLANTICA DE SISTEMAS CONTRA INCENDIOS S L,1109.27,1,2021/00/31,2021/00/09
UNIDADE ADMIN. VIAS E OBRAS,'asistencia técnica para o estudo e análise das afeccións derivadas da revisión dos plans hidrolóxicos Galicia Costa e Miño Sil',Servizo,AQUATICA INGENIERIA CIVIL SL,17545.0,3,2021/00/31,2021/00/22
UNIDADE ADMIN. VIAS E OBRAS,'Servizo de control arqueolóxico dos movementos de terras e dirección arqueolóxica nas obras correspondentes ó proxecto básico e de execución de rehabilitación de edificación para centro de formación en rúa alta nº23',Servizo,VAN DIVULGACION  CULTURAL SL,3200.45,1,2022/00/01,2022/00/10
